,deviceID,tstamp,temperature,humidity,pressure,pidVolts,pidPPM,pidCal,pidCalDate
54,1,2018-05-31 04:05:15.030,23.747165,43.909599,1009.511082,0.122491,2.116239,0.6125,2018-03-26
55,1,2018-05-31 04:20:16.323,23.706774,43.813946,1009.417631,0.086227,1.476102,0.6125,2018-03-26
56,1,2018-05-31 04:35:17.520,23.636088,43.908042,1009.727835,0.086227,1.476102,0.6125,2018-03-26
57,1,2018-05-31 04:50:18.813,23.580549,43.974361,1009.716073,0.086227,1.476102,0.6125,2018-03-26
58,1,2018-05-31 05:05:20.103,23.535109,43.973715,1009.640943,0.112015,1.931311,0.6125,2018-03-26
59,1,2018-05-31 05:20:21.300,23.464423,43.927987,1009.630806,0.086227,1.476102,0.6125,2018-03-26
60,1,2018-05-31 05:35:22.493,23.408885,43.994274,1009.512299,0.119267,2.059338,0.6125,2018-03-26
61,1,2018-05-31 05:50:23.787,23.33315,44.065837,1009.627173,0.086227,1.476102,0.6125,2018-03-26
62,1,2018-05-31 06:05:24.980,23.282661,44.09863,1009.703728,0.085421,1.461877,0.6125,2018-03-26
63,1,2018-05-31 06:20:26.273,23.232171,44.12024,1009.860275,0.101538,1.746382,0.6125,2018-03-26
64,1,2018-05-31 06:35:27.470,23.181682,44.169775,1009.910107,0.118462,2.045113,0.6125,2018-03-26
65,1,2018-05-31 06:50:28.763,23.14129,44.286475,1010.163304,0.108791,1.87441,0.6125,2018-03-26
66,1,2018-05-31 07:05:29.957,23.116046,44.353116,1010.254865,0.118462,2.045113,0.6125,2018-03-26
67,1,2018-05-31 07:20:31.240,23.110997,44.308358,1010.406511,0.117656,2.030888,0.6125,2018-03-26
68,1,2018-05-31 07:35:32.533,23.126143,44.554333,1010.404916,0.115238,1.988212,0.6125,2018-03-26
69,1,2018-05-31 07:50:33.827,23.166535,44.672259,1010.471774,0.116044,2.002437,0.6125,2018-03-26
70,1,2018-05-31 08:05:35.020,23.318003,44.842279,1010.535776,0.116044,2.002437,0.6125,2018-03-26
71,1,2018-05-31 08:20:36.307,23.47957,45.180218,1010.803209,0.114432,1.973986,0.6125,2018-03-26
72,1,2018-05-31 08:35:37.597,23.651235,45.227846,1010.793795,0.112821,1.945536,0.6125,2018-03-26
73,1,2018-05-31 08:50:38.890,23.832998,45.795741,1011.014551,0.113626,1.959761,0.6125,2018-03-26
74,1,2018-05-31 09:05:40.087,23.969321,46.17855,1011.213493,0.113626,1.959761,0.6125,2018-03-26
75,1,2018-05-31 09:20:41.373,24.181378,46.585418,1011.37754,0.112821,1.945536,0.6125,2018-03-26
76,1,2018-05-31 09:35:42.613,24.373241,47.260811,1011.347751,0.114432,1.973986,0.6125,2018-03-26
77,1,2018-05-31 09:50:43.907,24.555005,47.617345,1011.327813,0.114432,1.973986,0.6125,2018-03-26
78,1,2018-05-31 10:05:45.100,24.782212,47.807139,1011.32942,0.114432,1.973986,0.6125,2018-03-26
79,1,2018-05-31 10:20:46.393,25.049811,47.443223,1011.397618,0.112821,1.945536,0.6125,2018-03-26
80,1,2018-05-31 10:35:47.667,25.342656,47.073706,1011.34674,0.114432,1.973986,0.6125,2018-03-26
81,1,2018-05-31 10:50:48.963,25.716288,46.632213,1011.482547,0.114432,1.973986,0.6125,2018-03-26
82,1,2018-05-31 11:05:50.260,25.766779,45.925668,1011.566012,0.112821,1.945536,0.6125,2018-03-26
83,1,2018-05-31 11:20:51.553,26.10002,45.307661,1011.768605,0.114432,1.973986,0.6125,2018-03-26
84,1,2018-05-31 11:35:52.847,26.519097,44.943045,1011.737414,0.113626,1.959761,0.6125,2018-03-26
85,1,2018-05-31 11:50:54.143,26.73621,44.220036,1011.506035,0.113626,1.959761,0.6125,2018-03-26
86,1,2018-05-31 12:05:55.437,26.882636,43.619262,1011.10395,0.113626,1.959761,0.6125,2018-03-26
87,1,2018-05-31 12:20:56.633,27.145192,43.160162,1011.483689,0.113626,1.959761,0.6125,2018-03-26
88,1,2018-05-31 12:35:57.830,27.34716,44.154896,1011.575476,0.113626,1.959761,0.6125,2018-03-26
89,1,2018-05-31 12:50:59.030,27.554176,43.441094,1011.514331,0.113626,1.959761,0.6125,2018-03-26
90,1,2018-05-31 13:06:00.323,27.776341,42.952458,1011.39735,0.114432,1.973986,0.6125,2018-03-26
91,1,2018-05-31 13:21:01.620,27.852079,42.795116,1011.307325,0.128132,2.215816,0.6125,2018-03-26
92,1,2018-05-31 13:36:02.913,28.114639,42.159131,1011.229662,0.133773,2.315393,0.6125,2018-03-26
93,1,2018-05-31 13:51:04.107,28.230771,42.57839,1011.125392,0.134579,2.329618,0.6125,2018-03-26
94,1,2018-05-31 14:06:05.393,28.341854,41.844358,1011.120276,0.134579,2.329618,0.6125,2018-03-26
95,1,2018-05-31 14:21:06.587,28.382248,41.42614,1010.837234,0.133773,2.315393,0.6125,2018-03-26
96,1,2018-05-31 14:36:07.843,28.463036,41.155121,1010.808977,0.135385,2.343843,0.6125,2018-03-26
97,1,2018-05-31 14:51:09.137,28.63976,40.935434,1010.7235,0.139414,2.414969,0.6125,2018-03-26
98,1,2018-05-31 15:06:10.337,28.856879,40.704416,1010.462137,0.139414,2.414969,0.6125,2018-03-26
99,1,2018-05-31 15:21:11.590,28.973012,40.404732,1010.437999,0.138608,2.400744,0.6125,2018-03-26
100,1,2018-05-31 15:36:12.790,28.98816,40.161174,1010.462936,0.137802,2.386519,0.6125,2018-03-26
101,1,2018-05-31 15:51:14.083,28.98816,40.2065,1010.355256,0.135385,2.343843,0.6125,2018-03-26
102,1,2018-05-31 16:06:15.377,29.038652,39.957357,1010.249917,0.135385,2.343843,0.6125,2018-03-26
103,1,2018-05-31 16:21:16.670,29.154786,39.617604,1010.17179,0.133773,2.315393,0.6125,2018-03-26
104,1,2018-05-31 16:36:17.963,29.210328,40.315005,1010.10161,0.132967,2.301167,0.6125,2018-03-26
105,1,2018-05-31 16:51:19.260,29.275969,40.252894,1010.074951,0.132161,2.286942,0.6125,2018-03-26
106,1,2018-05-31 17:06:20.553,29.26587,39.623527,1009.95061,0.131355,2.272717,0.6125,2018-03-26
107,1,2018-05-31 17:21:21.847,29.331511,39.232355,1009.923918,0.130549,2.258492,0.6125,2018-03-26
108,1,2018-05-31 17:36:23.047,29.296166,38.994108,1009.865782,0.129744,2.244266,0.6125,2018-03-26
109,1,2018-05-31 17:51:24.343,29.235575,38.886307,1009.819984,0.128938,2.230041,0.6125,2018-03-26
110,1,2018-05-31 18:06:25.537,29.19518,38.78421,1009.753543,0.128938,2.230041,0.6125,2018-03-26
111,1,2018-05-31 18:21:26.837,29.164885,39.328501,1009.757568,0.128132,2.215816,0.6125,2018-03-26
112,1,2018-05-31 18:36:28.033,29.134589,38.546039,1009.76159,0.128132,2.215816,0.6125,2018-03-26
113,1,2018-05-31 18:51:29.327,29.023505,38.171877,1009.794245,0.128132,2.215816,0.6125,2018-03-26
114,1,2018-05-31 19:06:30.527,28.856879,38.24569,1009.681625,0.127326,2.201591,0.6125,2018-03-26
115,1,2018-05-31 19:21:31.820,28.654908,39.180369,1009.77985,0.12652,2.187365,0.6125,2018-03-26
116,1,2018-05-31 19:36:33.013,28.533726,40.431188,1009.876333,0.125714,2.17314,0.6125,2018-03-26
117,1,2018-05-31 19:51:34.223,28.321657,41.815933,1009.742417,0.120879,2.087789,0.6125,2018-03-26
118,1,2018-05-31 20:06:35.417,27.968211,42.07881,1009.751929,0.123297,2.130464,0.6125,2018-03-26
119,1,2018-05-31 20:21:36.613,27.609717,42.092776,1009.72573,0.087033,1.490328,0.6125,2018-03-26
120,1,2018-05-31 20:36:37.807,27.352209,42.304993,1009.811726,0.087033,1.490328,0.6125,2018-03-26
121,1,2018-05-31 20:51:39.100,27.074504,42.714053,1009.756734,0.097509,1.675256,0.6125,2018-03-26
122,1,2018-05-31 21:06:40.393,26.852341,42.830153,1009.927165,0.087033,1.490328,0.6125,2018-03-26
123,1,2018-05-31 21:21:41.683,26.640277,42.608303,1010.033469,0.087033,1.490328,0.6125,2018-03-26
124,1,2018-05-31 21:36:42.890,26.448409,42.854096,1010.146022,0.083004,1.419201,0.6125,2018-03-26
125,1,2018-05-31 21:51:44.190,26.276739,43.201153,1010.104058,0.087033,1.490328,0.6125,2018-03-26
126,1,2018-05-31 22:06:45.387,26.135364,43.441402,1010.299564,0.083004,1.419201,0.6125,2018-03-26
127,1,2018-05-31 22:21:46.680,25.98389,43.737569,1010.478226,0.124908,2.158915,0.6125,2018-03-26
128,1,2018-05-31 22:36:47.973,25.832417,43.673818,1010.576354,0.087033,1.490328,0.6125,2018-03-26
129,1,2018-05-31 22:51:49.267,25.680945,43.638191,1010.64756,0.099927,1.717932,0.6125,2018-03-26
130,1,2018-05-31 23:06:50.463,25.564816,44.029895,1010.589618,0.087033,1.490328,0.6125,2018-03-26
131,1,2018-05-31 23:21:51.663,25.438589,44.336985,1010.648796,0.118462,2.045113,0.6125,2018-03-26
132,1,2018-05-31 23:36:52.857,25.32246,44.223068,1010.697808,0.083004,1.419201,0.6125,2018-03-26
133,1,2018-05-31 23:51:54.150,25.211381,44.339347,1010.594545,0.08381,1.433427,0.6125,2018-03-26
134,1,2018-06-01 00:06:55.447,25.100301,44.455559,1010.544772,0.087033,1.490328,0.6125,2018-03-26
135,1,2018-06-01 00:21:56.740,25.004369,44.588755,1010.439751,0.105568,1.817509,0.6125,2018-03-26
136,1,2018-06-01 00:36:57.953,24.89834,44.760979,1010.371527,0.099121,1.703707,0.6125,2018-03-26
137,1,2018-06-01 00:51:59.247,24.812506,44.871766,1010.416874,0.108791,1.87441,0.6125,2018-03-26
138,1,2018-06-01 01:07:00.440,24.721623,44.747037,1010.453833,0.087033,1.490328,0.6125,2018-03-26
139,1,2018-06-01 01:22:01.733,24.645888,44.801901,1010.408854,0.120879,2.087789,0.6125,2018-03-26
140,1,2018-06-01 01:37:03.027,24.549956,44.716364,1010.410666,0.103956,1.789058,0.6125,2018-03-26
141,1,2018-06-01 01:52:04.317,24.464123,44.69823,1010.455858,0.087033,1.490328,0.6125,2018-03-26
142,1,2018-06-01 02:07:05.613,24.383339,44.556965,1010.375746,0.087033,1.490328,0.6125,2018-03-26
143,1,2018-06-01 02:22:06.907,24.287407,44.477113,1010.484328,0.116044,2.002437,0.6125,2018-03-26
144,1,2018-06-01 02:37:08.203,24.216721,44.50964,1010.501018,0.087033,1.490328,0.6125,2018-03-26
145,1,2018-06-01 02:52:09.497,24.151084,44.486254,1010.526033,0.092674,1.589905,0.6125,2018-03-26
146,1,2018-06-01 03:07:10.783,24.100594,44.48549,1010.629499,0.090256,1.547229,0.6125,2018-03-26
147,1,2018-06-01 03:22:11.977,24.050104,44.535094,1010.545984,0.08381,1.433427,0.6125,2018-03-26
148,1,2018-06-01 03:37:13.270,23.984468,44.578857,1010.677762,0.083004,1.419201,0.6125,2018-03-26
149,1,2018-06-01 03:52:14.467,23.944076,44.6174,1010.744455,0.087033,1.490328,0.6125,2018-03-26
150,1,2018-06-01 04:07:15.660,23.878439,44.594005,1010.769359,0.083004,1.419201,0.6125,2018-03-26
151,1,2018-06-01 04:22:16.917,23.8229,44.721796,1010.837649,0.116044,2.002437,0.6125,2018-03-26
152,1,2018-06-01 04:37:18.110,23.767361,44.821585,1010.879219,0.096703,1.661031,0.6125,2018-03-26
153,1,2018-06-01 04:52:19.403,23.706774,44.831797,1010.939104,0.088645,1.518778,0.6125,2018-03-26
154,1,2018-06-01 05:07:20.697,23.651235,44.858859,1010.953939,0.087033,1.490328,0.6125,2018-03-26
155,1,2018-06-01 05:22:21.987,23.600745,44.919536,1011.030494,0.090256,1.547229,0.6125,2018-03-26
156,1,2018-06-01 05:37:23.280,23.565402,45.030754,1011.105418,0.08381,1.433427,0.6125,2018-03-26
157,1,2018-06-01 05:52:24.573,23.519962,45.102657,1011.136923,0.086227,1.476102,0.6125,2018-03-26
158,1,2018-06-01 06:07:25.767,23.484619,45.241775,1011.318554,0.098315,1.689481,0.6125,2018-03-26
159,1,2018-06-01 06:22:27.060,23.434129,45.285613,1011.368343,0.08381,1.433427,0.6125,2018-03-26
160,1,2018-06-01 06:37:28.353,23.388689,45.268069,1011.533196,0.115238,1.988212,0.6125,2018-03-26
161,1,2018-06-01 06:52:29.620,23.358395,45.273135,1011.803151,0.120879,2.087789,0.6125,2018-03-26
162,1,2018-06-01 07:07:30.913,23.33315,45.306219,1011.948059,0.118462,2.045113,0.6125,2018-03-26
163,1,2018-06-01 07:22:32.167,23.328101,45.412268,1012.0464,0.119267,2.059338,0.6125,2018-03-26
164,1,2018-06-01 07:37:33.440,23.348297,45.513174,1012.026521,0.117656,2.030888,0.6125,2018-03-26
165,1,2018-06-01 07:52:34.737,23.398787,45.838087,1012.270296,0.118462,2.045113,0.6125,2018-03-26
166,1,2018-06-01 08:07:35.933,23.494717,45.828681,1012.402658,0.116044,2.002437,0.6125,2018-03-26
167,1,2018-06-01 08:22:37.130,23.651235,45.965699,1012.635483,0.11685,2.016662,0.6125,2018-03-26
168,1,2018-06-01 08:37:38.327,23.838047,46.036272,1012.704961,0.117656,2.030888,0.6125,2018-03-26
169,1,2018-06-01 08:52:39.597,23.994566,46.201401,1012.830942,0.115238,1.988212,0.6125,2018-03-26
170,1,2018-06-01 09:07:40.890,24.186427,46.786928,1012.90862,0.11685,2.016662,0.6125,2018-03-26
171,1,2018-06-01 09:22:42.087,24.342947,47.265764,1012.900887,0.116044,2.002437,0.6125,2018-03-26
172,1,2018-06-01 09:37:43.293,24.590348,47.802858,1012.990203,0.115238,1.988212,0.6125,2018-03-26
173,1,2018-06-01 09:52:44.513,24.888241,47.714269,1012.788567,0.11685,2.016662,0.6125,2018-03-26
174,1,2018-06-01 10:07:45.810,25.206332,47.317614,1012.833877,0.11685,2.016662,0.6125,2018-03-26
175,1,2018-06-01 10:22:47.103,25.342656,46.602552,1012.792003,0.11685,2.016662,0.6125,2018-03-26
176,1,2018-06-01 10:37:48.300,25.48908,46.274305,1012.766751,0.11685,2.016662,0.6125,2018-03-26
177,1,2018-06-01 10:52:49.593,25.721337,45.851866,1012.829918,0.116044,2.002437,0.6125,2018-03-26
178,1,2018-06-01 11:07:50.887,25.999038,45.570145,1012.914528,0.11685,2.016662,0.6125,2018-03-26
179,1,2018-06-01 11:22:52.083,26.195953,45.595929,1012.86522,0.116044,2.002437,0.6125,2018-03-26
180,1,2018-06-01 11:37:53.380,26.493852,44.976421,1012.821884,0.11685,2.016662,0.6125,2018-03-26
181,1,2018-06-01 11:52:54.577,26.811948,43.8944,1012.704218,0.11685,2.016662,0.6125,2018-03-26
182,1,2018-06-01 12:07:55.777,26.963422,43.282142,1012.605828,0.11685,2.016662,0.6125,2018-03-26
183,1,2018-06-01 12:22:56.973,27.165389,42.669849,1012.617579,0.116044,2.002437,0.6125,2018-03-26
184,1,2018-06-01 12:37:58.267,27.397651,42.096631,1012.437549,0.116044,2.002437,0.6125,2018-03-26
185,1,2018-06-01 12:52:59.560,27.670308,41.517341,1012.297,0.116044,2.002437,0.6125,2018-03-26
186,1,2018-06-01 13:08:00.857,27.811686,41.207644,1012.234899,0.116044,2.002437,0.6125,2018-03-26
187,1,2018-06-01 13:23:02.150,28.064147,40.870071,1012.248532,0.116044,2.002437,0.6125,2018-03-26
188,1,2018-06-01 13:38:03.443,28.286313,40.481011,1012.077458,0.116044,2.002437,0.6125,2018-03-26
189,1,2018-06-01 13:53:04.640,28.518578,40.102859,1011.949613,0.11685,2.016662,0.6125,2018-03-26
190,1,2018-06-01 14:08:05.837,28.690253,40.029866,1011.802265,0.11685,2.016662,0.6125,2018-03-26
191,1,2018-06-01 14:23:07.130,28.912421,40.036275,1011.630278,0.119267,2.059338,0.6125,2018-03-26
192,1,2018-06-01 14:38:08.423,29.033603,39.299942,1011.587726,0.120073,2.073563,0.6125,2018-03-26
193,1,2018-06-01 14:53:09.720,29.094195,38.880543,1011.552958,0.120073,2.073563,0.6125,2018-03-26
194,1,2018-06-01 15:08:10.913,29.245673,38.801246,1011.344747,0.120073,2.073563,0.6125,2018-03-26
195,1,2018-06-01 15:23:12.207,29.376955,38.619764,1011.318581,0.120073,2.073563,0.6125,2018-03-26
196,1,2018-06-01 15:38:13.427,29.457744,38.421158,1011.155298,0.120073,2.073563,0.6125,2018-03-26
197,1,2018-06-01 15:53:14.620,29.462793,38.199838,1010.975025,0.120073,2.073563,0.6125,2018-03-26
198,1,2018-06-01 16:08:15.847,29.528434,38.029495,1010.759772,0.120879,2.087789,0.6125,2018-03-26
199,1,2018-06-01 16:23:17.087,29.55873,38.358674,1010.647967,0.120073,2.073563,0.6125,2018-03-26
200,1,2018-06-01 16:38:18.337,29.614272,38.284841,1010.604636,0.120073,2.073563,0.6125,2018-03-26
201,1,2018-06-01 16:53:19.630,29.553681,38.375705,1010.666602,0.120073,2.073563,0.6125,2018-03-26
202,1,2018-06-01 17:08:20.923,29.493089,38.591388,1010.620772,0.120073,2.073563,0.6125,2018-03-26
203,1,2018-06-01 17:23:22.217,29.508237,39.068046,1010.591816,0.119267,2.059338,0.6125,2018-03-26
204,1,2018-06-01 17:38:23.510,29.402201,39.03958,1010.498138,0.119267,2.059338,0.6125,2018-03-26
205,1,2018-06-01 17:53:24.803,29.376955,38.761591,1010.429654,0.119267,2.059338,0.6125,2018-03-26
206,1,2018-06-01 18:08:26.097,29.316363,38.789932,1010.356881,0.119267,2.059338,0.6125,2018-03-26
207,1,2018-06-01 18:23:27.387,29.286068,38.324801,1010.172364,0.119267,2.059338,0.6125,2018-03-26
208,1,2018-06-01 18:38:28.680,29.114392,38.443978,1010.186097,0.118462,2.045113,0.6125,2018-03-26
209,1,2018-06-01 18:53:29.973,28.912421,38.716067,1010.284419,0.118462,2.045113,0.6125,2018-03-26
210,1,2018-06-01 19:08:31.217,28.796287,39.027622,1010.335465,0.117656,2.030888,0.6125,2018-03-26
211,1,2018-06-01 19:23:32.510,28.599366,38.506378,1010.334122,0.117656,2.030888,0.6125,2018-03-26
212,1,2018-06-01 19:38:33.703,28.37215,38.404463,1010.444082,0.117656,2.030888,0.6125,2018-03-26
213,1,2018-06-01 19:53:34.997,28.407495,40.668266,1010.556093,0.117656,2.030888,0.6125,2018-03-26
214,1,2018-06-01 20:08:36.290,28.276214,40.831638,1010.770072,0.117656,2.030888,0.6125,2018-03-26
215,1,2018-06-01 20:23:37.583,28.124737,40.949554,1010.789298,0.117656,2.030888,0.6125,2018-03-26
216,1,2018-06-01 20:38:38.877,27.958113,41.383748,1010.944704,0.117656,2.030888,0.6125,2018-03-26
217,1,2018-06-01 20:53:40.170,27.821784,42.060659,1010.961783,0.11685,2.016662,0.6125,2018-03-26
218,1,2018-06-01 21:08:41.367,27.640013,42.104321,1010.984422,0.11685,2.016662,0.6125,2018-03-26
219,1,2018-06-01 21:23:42.657,27.448143,41.876966,1011.285647,0.11685,2.016662,0.6125,2018-03-26
220,1,2018-06-01 21:38:43.953,27.291618,41.554125,1011.403255,0.11685,2.016662,0.6125,2018-03-26
221,1,2018-06-01 21:53:45.247,27.150242,41.366949,1011.384658,0.11685,2.016662,0.6125,2018-03-26
222,1,2018-06-01 22:08:46.540,27.018963,41.65925,1011.409494,0.116044,2.002437,0.6125,2018-03-26
223,1,2018-06-01 22:23:47.833,26.907882,42.047339,1011.628582,0.116044,2.002437,0.6125,2018-03-26
224,1,2018-06-01 22:38:49.123,26.801849,42.147861,1011.668095,0.116044,2.002437,0.6125,2018-03-26
225,1,2018-06-01 22:53:50.417,26.68067,41.859466,1011.950741,0.116044,2.002437,0.6125,2018-03-26
226,1,2018-06-01 23:08:51.710,26.554441,41.841526,1012.010341,0.115238,1.988212,0.6125,2018-03-26
227,1,2018-06-01 23:23:53.003,26.453458,41.604175,1012.352888,0.115238,1.988212,0.6125,2018-03-26
228,1,2018-06-01 23:38:54.297,26.337329,41.659571,1012.777459,0.115238,1.988212,0.6125,2018-03-26
229,1,2018-06-01 23:53:55.587,26.241395,41.563118,1012.725982,0.115238,1.988212,0.6125,2018-03-26
230,1,2018-06-02 00:08:56.880,26.150511,41.517389,1012.95083,0.114432,1.973986,0.6125,2018-03-26
231,1,2018-06-02 00:23:58.077,26.074774,41.443655,1012.932689,0.114432,1.973986,0.6125,2018-03-26
232,1,2018-06-02 00:38:59.273,25.968743,41.335962,1012.864392,0.115238,1.988212,0.6125,2018-03-26
233,1,2018-06-02 00:54:00.467,25.887957,41.279117,1012.516397,0.114432,1.973986,0.6125,2018-03-26
234,1,2018-06-02 01:09:01.760,25.812221,41.25607,1012.337526,0.114432,1.973986,0.6125,2018-03-26
235,1,2018-06-02 01:24:02.983,25.716288,41.159784,1012.31273,0.114432,1.973986,0.6125,2018-03-26
236,1,2018-06-02 01:39:04.277,25.65065,41.153698,1012.043475,0.114432,1.973986,0.6125,2018-03-26
237,1,2018-06-02 01:54:05.570,25.579963,41.366801,1012.033653,0.114432,1.973986,0.6125,2018-03-26
238,1,2018-06-02 02:09:06.863,25.504227,41.310025,1011.908376,0.113626,1.959761,0.6125,2018-03-26
239,1,2018-06-02 02:24:08.157,25.448687,41.202839,1011.709436,0.113626,1.959761,0.6125,2018-03-26
240,1,2018-06-02 02:39:09.450,25.383049,41.191124,1011.62765,0.113626,1.959761,0.6125,2018-03-26
241,1,2018-06-02 02:54:10.743,25.307313,41.213045,1011.555925,0.113626,1.959761,0.6125,2018-03-26
242,1,2018-06-02 03:09:12.033,25.251773,41.038502,1011.490835,0.113626,1.959761,0.6125,2018-03-26
